ID,Year of Study,Acquired Skills
18664,4.0,"Web Development, Python, Compilation"
11957,4.0,"Statistics, C++, Design"
19604,2.0,"Security, Robotics, Web Development, Design"
18447,,"Design, Mathematics"
17897,2.0,"C++, Software Engineering, Java, Static Structures"
12119,5.0,"Probability, Software Engineering, Mathematics, Design"
14385,5.0,"Security, Compilation"
15082,1.0,
10476,3.0,"Probability, Dynamic Structures"
13354,2.0,"C++, Compilation, Software Engineering, Statistics"
19816,2.0,"Static Structures, Software Engineering"
15966,2.0,"Software Engineering, Web Development, C++, Probability"
16332,1.0,"Software Engineering, Statistics, Probability"
13082,5.0,Static Structures
10657,5.0,Software Engineering
17142,5.0,"Static Structures, Dynamic Structures, Python, Mathematics"
17268,2.0,"Security, Robotics, Compilation, Design"
17546,2.0,"C++, Robotics"
17038,3.0,Dynamic Structures
13457,5.0,"Security, Static Structures, Mathematics"
18148,4.0,"Java, Software Engineering"
11393,3.0,"Statistics, Probability, Dynamic Structures, Algorithmic"
14994,1.0,
13808,5.0,"Software Engineering, Compilation, Web Development, Static Structures, Robotics"
18379,3.0,Java
12450,3.0,Java
10508,5.0,Algorithmic
16859,3.0,"Mathematics, Java, Algorithmic"
16837,4.0,"Static Structures, Software Engineering"
13147,4.0,"Probability, Mathematics, Static Structures, Compilation, Software Engineering"
17664,3.0,"C++, Web Development, Algorithmic"
16406,5.0,"Web Development, Statistics, C++, Dynamic Structures, Java"
18855,5.0,"Security, Algorithmic"
14016,4.0,Mathematics
17064,,Algorithmic
17796,4.0,
19164,2.0,"Security, Dynamic Structures, C++, Python"
16093,4.0,Web Development
13019,4.0,Probability
14413,3.0,"Web Development, Security, Java, Static Structures, Design"
19901,3.0,"Robotics, Compilation, Software Engineering"
19637,2.0,"C++, Dynamic Structures, Python"
11582,4.0,"Compilation, Static Structures, Robotics"
15565,2.0,"Robotics, C++, Mathematics"
11547,2.0,"Software Engineering, Algorithmic, Security, Design"
18986,5.0,"Design, Java"
11816,4.0,"Statistics, Dynamic Structures, Compilation, Static Structures"
10875,2.0,"Software Engineering, Mathematics, C++"
11065,2.0,"Software Engineering, Web Development, Dynamic Structures"
14121,1.0,"Robotics, Mathematics"
18384,5.0,"Static Structures, Web Development, Design, Software Engineering"
16086,1.0,"Robotics, Probability, Java, C++, Compilation"
14877,5.0,"Design, Security, Java"
19680,3.0,"Probability, Design, Static Structures, Robotics, Statistics"
10523,,
10654,3.0,"Robotics, Compilation"
12355,4.0,Probability
19062,4.0,"Robotics, Mathematics, Design, C++"
19020,4.0,Python
13477,4.0,Compilation
17819,2.0,"Security, C++"
19060,1.0,Robotics
12266,1.0,
13242,2.0,"Algorithmic, Web Development"
18367,4.0,Software Engineering
19649,5.0,Statistics
17855,2.0,"Python, Mathematics"
11763,5.0,"Web Development, Design, Statistics"
13910,3.0,Java
16637,3.0,"Compilation, Mathematics, Probability"
17432,1.0,"Python, Algorithmic, Mathematics, Probability"
15952,,"Security, Web Development, Probability, Robotics"
10469,2.0,"Design, Web Development, Compilation"
18055,4.0,"Dynamic Structures, Security, C++, Web Development, Python"
10572,3.0,Design
17322,3.0,"Python, Design, Java, Compilation"
16474,5.0,Security
14783,2.0,"Dynamic Structures, Software Engineering, Statistics, Robotics"
17624,1.0,Dynamic Structures
12341,5.0,Security
14987,5.0,"Security, Probability, Web Development, Compilation"
16748,5.0,"Dynamic Structures, Design, Statistics, Compilation, Robotics"
10709,4.0,"Algorithmic, Probability, Java, C++"
15658,,"Robotics, Algorithmic, Web Development"
14623,3.0,"Security, Probability, Compilation, Java, C++"
15365,2.0,"Security, Java"
10333,3.0,"Dynamic Structures, C++, Robotics, Python"
11617,4.0,"Algorithmic, Security, Dynamic Structures, Software Engineering"
18390,5.0,"C++, Web Development, Security, Java"
14061,1.0,
16189,4.0,"Robotics, Web Development, Probability"
16936,1.0,"C++, Mathematics, Software Engineering, Algorithmic, Web Development"
10128,5.0,"Probability, Design, Static Structures, Dynamic Structures"
17839,2.0,"Software Engineering, Web Development, Compilation, Algorithmic, Python"
11148,4.0,"Dynamic Structures, Static Structures"
14741,1.0,Software Engineering
12913,3.0,Algorithmic
11166,1.0,"Security, Compilation"
17749,,
14264,,"Robotics, Mathematics"
16943,4.0,"Dynamic Structures, C++, Probability, Design"
19861,2.0,C++
10150,1.0,"Algorithmic, Robotics, Web Development"
13328,5.0,"Software Engineering, Robotics, Probability, Mathematics"
15350,4.0,"Software Engineering, Web Development"
12396,3.0,"Software Engineering, Java"
15868,4.0,"Security, Java, Python"
10707,2.0,Web Development
11523,2.0,"Algorithmic, Dynamic Structures, Robotics, Compilation"
16621,2.0,"Probability, Compilation, C++"
18926,2.0,"Java, Statistics"
13640,4.0,"Python, Probability, Dynamic Structures, Software Engineering, Static Structures"
16696,1.0,"Python, Dynamic Structures"
11051,1.0,"Web Development, Security, Statistics, C++"
19684,4.0,"Java, Statistics, Mathematics"
10741,5.0,"Probability, Compilation, Mathematics"
14440,5.0,"Web Development, Probability, Compilation, Software Engineering, Design"
15151,5.0,Web Development
18755,5.0,Mathematics
16588,4.0,"Mathematics, Web Development"
10039,1.0,"Java, Statistics"
14842,5.0,"Python, Dynamic Structures, Software Engineering"
15614,4.0,
19533,5.0,"Security, Software Engineering, Probability"
12854,2.0,"Mathematics, Algorithmic, Static Structures, Design, Probability"
14853,3.0,"Mathematics, Python, Compilation"
10031,2.0,"Web Development, Statistics, Mathematics, Security, Software Engineering"
12570,2.0,"Design, Software Engineering"
18939,4.0,
10798,2.0,"Python, Static Structures, C++"
14122,3.0,"Java, Mathematics, Statistics"
14432,3.0,"Statistics, Probability, Security, Design"
17154,1.0,"Security, Dynamic Structures"
19468,3.0,"Algorithmic, Java, Web Development"
17527,5.0,Mathematics
11657,5.0,"Compilation, Java, Python"
12348,3.0,"Python, Static Structures, Software Engineering, C++, Algorithmic"
10360,4.0,"C++, Statistics, Software Engineering, Mathematics, Compilation"
18157,2.0,"Algorithmic, Static Structures"
18578,3.0,"Software Engineering, Java"
17205,2.0,"C++, Algorithmic, Python"
12193,3.0,"Web Development, Compilation"
19368,1.0,Probability
15675,4.0,Probability
18823,5.0,
18410,4.0,Mathematics
10778,5.0,"Probability, Static Structures"
12507,1.0,"Static Structures, Python, C++, Mathematics"
14101,2.0,"Static Structures, Statistics, Software Engineering"
11605,2.0,Probability
12426,5.0,Robotics
10799,1.0,Web Development
12054,4.0,"Software Engineering, Static Structures, Compilation"
14147,2.0,"Probability, Algorithmic"
18673,3.0,"Compilation, Static Structures, Robotics"
16014,2.0,Security
19311,2.0,"Probability, Dynamic Structures, Static Structures, Robotics, Web Development"
18224,1.0,"Algorithmic, Design, Software Engineering"
11583,2.0,"Security, Static Structures, Design, Mathematics"
10565,3.0,"Compilation, Design"
11895,3.0,Web Development
12562,2.0,"Static Structures, Robotics, Java"
12409,1.0,Web Development
14129,2.0,
18389,1.0,"Static Structures, C++, Web Development"
12882,3.0,C++
16778,4.0,"Compilation, Dynamic Structures"
17752,5.0,"Python, Algorithmic, Static Structures, Web Development"
11690,2.0,"Design, Java, Web Development, Algorithmic"
14163,2.0,"Algorithmic, Static Structures, Software Engineering, Design"
13948,1.0,"Software Engineering, Compilation, Python, Algorithmic, Dynamic Structures"
16887,5.0,
11041,3.0,"Web Development, Robotics"
19026,2.0,"Probability, Software Engineering, Robotics, Algorithmic, Dynamic Structures"
15774,2.0,"Java, Python, C++, Mathematics, Web Development"
10754,3.0,"Static Structures, Java, Compilation, Statistics"
19567,2.0,"Robotics, Software Engineering, Security, Dynamic Structures, Statistics"
18069,5.0,"Web Development, Security, Java"
14384,2.0,"Dynamic Structures, Java, Statistics, Static Structures, Software Engineering"
13208,3.0,"Robotics, Probability, Java"
17535,5.0,"Algorithmic, Design, Compilation, Probability, Java"
19716,1.0,Java
12241,3.0,"Software Engineering, Java, Security, Python, Probability"
10985,5.0,Mathematics
12955,3.0,"Design, Web Development, Static Structures, Algorithmic"
14260,4.0,"Statistics, C++, Design"
10406,3.0,"Java, Robotics, Algorithmic"
12403,3.0,"Dynamic Structures, Compilation, Static Structures, Probability"
14239,3.0,"Probability, C++"
10454,3.0,"Algorithmic, Robotics, Statistics, C++, Dynamic Structures"
18594,2.0,"C++, Java, Algorithmic, Static Structures, Mathematics"
19788,4.0,"Software Engineering, Mathematics, Dynamic Structures"
15819,1.0,"Compilation, Java"
16662,1.0,"Design, Python, Statistics, Java, Probability"
17048,4.0,"Algorithmic, Dynamic Structures"
10644,1.0,"Compilation, Robotics, Web Development, Java, Security"
19979,2.0,
15913,2.0,"Java, Statistics, Dynamic Structures"
14227,4.0,
13066,2.0,"Java, Algorithmic, Python, Compilation"
11627,2.0,Java
12138,2.0,Statistics
14914,3.0,Statistics
11823,1.0,"Design, Static Structures, Algorithmic, Statistics"
15018,4.0,"Dynamic Structures, C++, Probability"
16764,,"Mathematics, Robotics, Compilation, C++, Static Structures"
15790,4.0,"Software Engineering, Java, Statistics, Compilation, Dynamic Structures"
18342,4.0,"Robotics, Python, Java, Static Structures, C++"
10977,3.0,"Mathematics, Robotics, Design, Python, Static Structures"
12375,1.0,"Design, Algorithmic"
11959,2.0,
14001,1.0,"C++, Security, Static Structures"
18170,5.0,"C++, Probability, Software Engineering, Web Development, Security"
14080,3.0,"Robotics, Probability"
13595,5.0,"Mathematics, Web Development, C++, Python, Java"
18654,4.0,"Algorithmic, Security"
13773,3.0,
14857,3.0,"Algorithmic, Probability"
18906,2.0,"Algorithmic, Probability"
18195,5.0,"Compilation, Web Development, Security, Software Engineering"
12102,5.0,"Java, Algorithmic, Compilation, Static Structures, Mathematics"
19237,5.0,Software Engineering
19668,1.0,"Statistics, Software Engineering, Security, C++"
18760,4.0,"Statistics, C++, Probability, Static Structures"
17209,4.0,Software Engineering
15895,2.0,"Statistics, C++"
12599,3.0,"Robotics, Python"
10881,1.0,"Statistics, Design, Mathematics, Software Engineering"
13090,1.0,"Dynamic Structures, C++, Python, Probability"
11926,4.0,"Statistics, Probability, Security, Dynamic Structures"
13994,1.0,"Algorithmic, Design, Static Structures, C++, Mathematics"
17503,4.0,"Mathematics, Robotics, Probability, Compilation, Java"
19442,2.0,"Dynamic Structures, Algorithmic, Compilation, Robotics"
10670,5.0,C++
16467,4.0,"Python, Algorithmic, Mathematics, Dynamic Structures"
14142,3.0,"Web Development, Security, Java, Statistics"
10531,5.0,"Security, Web Development, Probability"
16313,3.0,"C++, Software Engineering, Mathematics, Static Structures, Python"
11541,3.0,
15255,5.0,"Design, C++, Python, Static Structures, Security"
17846,1.0,"Algorithmic, Python"
17800,4.0,Security
14669,1.0,"Security, Software Engineering, Statistics, Compilation"
19802,1.0,"Algorithmic, Mathematics, Security, Robotics, Software Engineering"
17356,4.0,"Static Structures, Software Engineering, C++, Mathematics, Compilation"
13323,2.0,Compilation
13256,5.0,"Statistics, C++"
14667,1.0,"Algorithmic, Static Structures"
11665,1.0,"Web Development, Python, Compilation"
10226,5.0,"C++, Static Structures, Robotics, Compilation, Design"
10984,4.0,"Python, C++, Compilation, Design"
17791,3.0,"Robotics, Security"
16982,5.0,Design
14743,3.0,Static Structures
16285,2.0,Robotics
16680,4.0,"Mathematics, Design, Robotics"
14330,4.0,"Python, Statistics"
12251,2.0,"Design, Security, Mathematics"
10902,5.0,
16493,2.0,"Mathematics, Software Engineering, Design, Probability"
16121,3.0,
15308,3.0,"Security, C++, Algorithmic, Java"
15627,4.0,"C++, Static Structures"
18569,1.0,"Mathematics, Security, Software Engineering"
19936,3.0,"Static Structures, Web Development"
17080,4.0,Java
19107,2.0,Statistics
18140,3.0,"Algorithmic, Robotics"
10013,4.0,"Software Engineering, C++, Algorithmic, Web Development"
11832,2.0,"Compilation, Mathematics, Python, Java"
15313,1.0,"Security, Compilation, Software Engineering"
19915,5.0,
17978,4.0,"Software Engineering, Robotics, Web Development, Static Structures, Statistics"
14491,4.0,"Algorithmic, Probability, Security, Software Engineering, Static Structures"
15983,4.0,Python
11188,4.0,"Software Engineering, Python, Algorithmic"
11498,2.0,Statistics
16598,,"Algorithmic, Probability, C++, Mathematics, Security"
19993,2.0,"Web Development, Static Structures, Security, Statistics, Mathematics"
13582,1.0,"Software Engineering, Statistics, Java, Static Structures"
15115,5.0,"Security, Software Engineering, Compilation"
17756,1.0,
17118,2.0,Probability
14560,3.0,"Web Development, Python"
19345,,Web Development
18522,5.0,"Mathematics, Python, Dynamic Structures, Security"
18889,5.0,"Compilation, Security, Design"
15399,2.0,Design
14942,2.0,"Software Engineering, Statistics"
12958,5.0,"Mathematics, Software Engineering, Static Structures"
19040,3.0,Web Development
15040,4.0,Mathematics
19738,3.0,"Java, Static Structures"
19905,1.0,
18960,2.0,"Software Engineering, Statistics, Probability, Web Development, Robotics"
11504,2.0,Static Structures
12273,4.0,"Web Development, Software Engineering"
10407,4.0,"Dynamic Structures, Java"
13383,1.0,Web Development
16988,5.0,"Probability, Mathematics, Algorithmic"
12239,1.0,"Static Structures, Compilation, Robotics"
17265,2.0,"Compilation, Java, Web Development, Dynamic Structures, Statistics"
13535,2.0,"Security, Algorithmic, Compilation, C++"
12384,5.0,"Dynamic Structures, Algorithmic, Probability, Software Engineering"
11914,2.0,"Mathematics, Web Development, Java"
12070,3.0,"Probability, Web Development, Software Engineering"
12941,5.0,"Compilation, Static Structures, Dynamic Structures"
14361,3.0,Static Structures
11337,2.0,Python
19898,5.0,"Robotics, Dynamic Structures, Algorithmic, Web Development"
19138,5.0,Dynamic Structures
12492,3.0,Mathematics
18084,4.0,"Java, Design, Security, Web Development"
13068,2.0,
16100,4.0,"Security, Algorithmic, Mathematics, Static Structures"
18230,5.0,"Software Engineering, Static Structures, Design, Java"
16691,4.0,"Web Development, Python"
12151,4.0,"Probability, Compilation, Statistics, Software Engineering"
11732,4.0,
14607,4.0,Software Engineering
14381,2.0,"Compilation, Web Development, Probability"
11278,,"Statistics, Algorithmic, Python, Java, Design"
16139,4.0,"C++, Statistics, Web Development, Dynamic Structures"
16111,4.0,Mathematics
15419,5.0,"Python, Mathematics, Static Structures, Design, Web Development"
19949,1.0,Probability
17644,1.0,"Algorithmic, Python, Statistics"
11247,5.0,"C++, Design, Software Engineering, Static Structures, Java"
17037,4.0,"Web Development, Java"
12045,2.0,"Algorithmic, Dynamic Structures, Static Structures, Java, Statistics"
16379,3.0,"Static Structures, Java"
19618,4.0,"Probability, Java, Algorithmic, Statistics"
12230,2.0,"Design, Probability, Compilation, C++"
11797,3.0,Compilation
10169,3.0,"Software Engineering, Robotics, Dynamic Structures"
17942,2.0,Statistics
11399,2.0,
19796,1.0,
14277,3.0,"Mathematics, Security"
13061,3.0,"Security, Algorithmic"
12503,4.0,"Web Development, Algorithmic, C++"
17178,3.0,"Statistics, Design, Web Development, Dynamic Structures"
17233,2.0,Probability
14552,4.0,"Compilation, Statistics, Security"
16057,3.0,Web Development
15766,3.0,"Security, Java, Software Engineering, Web Development"
19216,1.0,"Web Development, Mathematics, Dynamic Structures, Static Structures, Compilation"
13564,1.0,"Java, Web Development"
19046,3.0,"Probability, Compilation, Algorithmic"
15141,,"Probability, Software Engineering, Compilation, Java"
16860,2.0,"Design, Robotics, Compilation, Python, Software Engineering"
19100,4.0,"Probability, Software Engineering"
16043,5.0,
17372,,"Design, Security, C++"
12730,4.0,"Dynamic Structures, Robotics, Statistics, C++"
14092,2.0,"Statistics, Web Development, Java, Robotics"
14419,1.0,"Probability, Software Engineering"
15727,2.0,"Web Development, Dynamic Structures, Security, C++"
